date,ticker,price
2011-12-19,GM,19.05
2011-12-19,GD,62.46
2011-12-19,AIG,22.36
2011-12-19,MET,29.03
2011-12-19,FDX,81.35
2011-12-19,BK,18.59
2011-12-19,RTN,45.58
2011-12-19,SO,44.56
2011-12-19,MON,67.45
2011-12-19,OXY,87.32
2011-12-19,SPG,123.26
2011-12-19,F,10.02
2011-12-19,COF,41.56
2011-12-19,EXC,42.05
2011-12-19,EMR,47.92
2011-12-19,HAL,30.8
2011-12-19,ALL,26.1
2011-12-19,KMI,29.79
2011-12-19,TGT,51.44
2011-12-19,FOXA,16.75
2011-12-19,FOX,17.33
2011-12-20,AAPL,395.95
2011-12-20,MSFT,26.025
2011-12-20,AMZN,182.52
2011-12-20,JNJ,64.52
2011-12-20,BRK_B,76.1
2011-12-20,XOM,82.0
2011-12-20,JPM,32.21
2011-12-20,GOOGL,630.37
2011-12-20,BAC,5.17
2011-12-20,WFC,26.5
2011-12-20,PG,65.79
2011-12-20,CVX,103.67
2011-12-20,INTC,23.84
2011-12-20,PFE,21.46
2011-12-20,T,29.12
2011-12-20,V,101.35
2011-12-20,UNH,49.82
2011-12-20,HD,41.95
2011-12-20,C,25.95
2011-12-20,KO,68.4
2011-12-20,VZ,39.21
2011-12-20,CMCSA,23.395
2011-12-20,CSCO,18.405
2011-12-20,PEP,65.53
2011-12-20,PM,76.7
2011-12-20,DIS,36.17
2011-12-20,GE,17.28
2011-12-20,MRK,37.07
2011-12-20,ORCL,29.17
2011-12-20,BA,72.44
2011-12-20,MA,373.91
2011-12-20,MMM,80.31
2011-12-20,MCD,98.82
2011-12-20,WMT,59.19
2011-12-20,IBM,187.24
2011-12-20,MO,29.86
2011-12-20,AMGN,61.16
2011-12-20,HON,54.36
2011-12-20,MDT,36.17
2011-12-20,BMY,35.03
2011-12-20,QCOM,54.105
2011-12-20,TXN,29.39
2011-12-20,ABT,54.86
2011-12-20,UNP,101.2
2011-12-20,GILD,38.16
2011-12-20,ACN,54.24
2011-12-20,UTX,74.4
2011-12-20,SLB,68.17
2011-12-20,GS,90.98
2011-12-20,PCLN,480.09
2011-12-20,USB,26.5
2011-12-20,SBUX,45.06
2011-12-20,CAT,91.73
2011-12-20,LLY,41.12
2011-12-20,LMT,78.53
2011-12-20,UPS,72.56
2011-12-20,CELG,66.43
2011-12-20,COST,83.64
2011-12-20,NEE,58.74
2011-12-20,NKE,93.63
2011-12-20,CVS,39.8
2011-12-20,AXP,47.92
2011-12-20,MS,14.8
2011-12-20,TWX,34.72
2011-12-20,CHTR,55.42
2011-12-20,LOW,25.73
2011-12-20,BIIB,110.73
2011-12-20,CL,91.55
2011-12-20,MDLZ,36.91
2011-12-20,DUK,21.4
2011-12-20,COP,69.78
2011-12-20,WBA,33.5
2011-12-20,BLK,173.14
2011-12-20,AGN,61.19
2011-12-20,DHR,47.98
2011-12-20,GM,19.69
2011-12-20,GD,64.84
2011-12-20,AIG,23.75
2011-12-20,MET,30.17
2011-12-20,FDX,83.81
2011-12-20,BK,19.58
2011-12-20,RTN,46.95
2011-12-20,SO,45.42
2011-12-20,MON,70.29
2011-12-20,OXY,92.17
2011-12-20,SPG,127.28
2011-12-20,F,10.33
2011-12-20,COF,41.75
2011-12-20,EXC,42.33
2011-12-20,EMR,49.67
2011-12-20,HAL,33.21
2011-12-20,ALL,26.97
2011-12-20,KMI,30.14
2011-12-20,TGT,51.78
2011-12-20,FOXA,17.18
2011-12-20,FOX,17.83
2011-12-21,AAPL,396.445
2011-12-21,MSFT,25.76
2011-12-21,AMZN,174.35
2011-12-21,JNJ,64.96
2011-12-21,BRK_B,76.22
2011-12-21,XOM,83.12
2011-12-21,JPM,32.32
2011-12-21,GOOGL,625.82
2011-12-21,BAC,5.23
2011-12-21,WFC,26.89
2011-12-21,PG,66.0
2011-12-21,CVX,105.43
2011-12-21,INTC,23.68
2011-12-21,PFE,21.68
2011-12-21,T,29.3
2011-12-21,V,100.72
2011-12-21,UNH,49.99
2011-12-21,HD,42.0
2011-12-21,C,26.1
2011-12-21,KO,69.57
2011-12-21,VZ,39.23
2011-12-21,CMCSA,23.59
2011-12-21,CSCO,17.92
2011-12-21,PEP,66.04
2011-12-21,PM,78.18
2011-12-21,DIS,36.27
2011-12-21,GE,17.69
2011-12-21,MRK,37.33
2011-12-21,ORCL,25.77
2011-12-21,BA,73.59
2011-12-21,MA,374.18
2011-12-21,MMM,80.0
2011-12-21,MCD,99.2
2011-12-21,WMT,59.39
2011-12-21,IBM,181.47
2011-12-21,MO,30.31
2011-12-21,AMGN,63.14
2011-12-21,HON,54.19
2011-12-21,MDT,36.87
2011-12-21,BMY,35.29
2011-12-21,QCOM,53.49
2011-12-21,TXN,28.56
2011-12-21,ABT,55.44
2011-12-21,UNP,103.02
2011-12-21,GILD,38.85
2011-12-21,ACN,52.05
2011-12-21,UTX,73.62
2011-12-21,SLB,67.71
2011-12-21,GS,92.0
2011-12-21,PCLN,472.33
2011-12-21,USB,26.81
2011-12-21,SBUX,45.24
2011-12-21,CAT,91.63
2011-12-21,LLY,41.57
2011-12-21,LMT,79.63
2011-12-21,UPS,72.47
2011-12-21,CELG,66.55
2011-12-21,COST,83.79
2011-12-21,NEE,59.68
2011-12-21,NKE,96.35
2011-12-21,CVS,40.46
2011-12-21,AXP,47.49
2011-12-21,MS,14.91
2011-12-21,TWX,35.0
2011-12-21,CHTR,55.6
2011-12-21,LOW,25.96
2011-12-21,BIIB,111.49
2011-12-21,CL,92.97
2011-12-21,MDLZ,37.35
2011-12-21,DUK,21.65
2011-12-21,COP,70.62
2011-12-21,WBA,33.37
2011-12-21,BLK,173.35
2011-12-21,AGN,61.68
2011-12-21,DHR,47.14
2011-12-21,GM,20.32
2011-12-21,GD,64.78
2011-12-21,AIG,24.08
2011-12-21,MET,30.41
2011-12-21,FDX,84.24
2011-12-21,BK,19.55
2011-12-21,RTN,47.1
2011-12-21,SO,45.86
2011-12-21,MON,70.72
2011-12-21,OXY,93.11
2011-12-21,SPG,127.64
2011-12-21,F,10.66
2011-12-21,COF,41.94
2011-12-21,EXC,43.38
2011-12-21,EMR,46.97
2011-12-21,HAL,33.73
2011-12-21,ALL,27.15
2011-12-21,KMI,30.71
2011-12-21,TGT,51.72
2011-12-21,FOXA,17.4
2011-12-21,FOX,18.08
2011-12-22,AAPL,398.55
2011-12-22,MSFT,25.81
2011-12-22,AMZN,179.03
2011-12-22,JNJ,65.18
2011-12-22,BRK_B,76.89
2011-12-22,XOM,84.29
2011-12-22,JPM,33.45
2011-12-22,GOOGL,629.7
2011-12-22,BAC,5.47
2011-12-22,WFC,27.25
2011-12-22,PG,66.19
2011-12-22,CVX,106.31
2011-12-22,INTC,24.02
2011-12-22,PFE,21.63
2011-12-22,T,29.66
2011-12-22,V,100.54
2011-12-22,UNH,50.73
2011-12-22,HD,41.92
2011-12-22,C,27.65
2011-12-22,KO,69.19
2011-12-22,VZ,39.29
2011-12-22,CMCSA,23.63
2011-12-22,CSCO,18.13
2011-12-22,PEP,66.04
2011-12-22,PM,77.85
2011-12-22,DIS,36.95
2011-12-22,GE,18.05
2011-12-22,MRK,37.555
2011-12-22,ORCL,25.69
2011-12-22,BA,74.29
2011-12-22,MA,371.25
2011-12-22,MMM,80.97
2011-12-22,MCD,98.6
2011-12-22,WMT,59.19
2011-12-22,IBM,182.04
2011-12-22,MO,29.82
2011-12-22,AMGN,63.335
2011-12-22,HON,54.64
2011-12-22,MDT,37.59
2011-12-22,BMY,35.09
2011-12-22,QCOM,54.38
2011-12-22,TXN,29.5
2011-12-22,ABT,55.65
2011-12-22,UNP,104.22
2011-12-22,GILD,38.7
2011-12-22,ACN,52.58
2011-12-22,UTX,73.51
2011-12-22,SLB,67.93
2011-12-22,GS,94.42
2011-12-22,PCLN,479.69
2011-12-22,USB,27.34
2011-12-22,SBUX,45.0
2011-12-22,CAT,91.81
2011-12-22,LLY,41.46
2011-12-22,LMT,80.81
2011-12-22,UPS,73.0
2011-12-22,CELG,67.09
2011-12-22,COST,83.77
2011-12-22,NEE,59.72
2011-12-22,NKE,94.82
2011-12-22,CVS,40.96
2011-12-22,AXP,47.63
2011-12-22,MS,15.88
2011-12-22,TWX,35.29
2011-12-22,CHTR,55.74
2011-12-22,LOW,25.46
2011-12-22,BIIB,110.69
2011-12-22,CL,92.41
2011-12-22,MDLZ,37.31
2011-12-22,DUK,21.63
2011-12-22,COP,71.74
2011-12-22,WBA,33.92
2011-12-22,BLK,175.49
2011-12-22,AGN,62.06
2011-12-22,DHR,46.98
2011-12-22,GM,20.7
2011-12-22,GD,66.14
2011-12-22,AIG,24.17
2011-12-22,MET,31.03
2011-12-22,FDX,84.47
2011-12-22,BK,19.98
2011-12-22,RTN,48.17
2011-12-22,SO,45.75
2011-12-22,MON,70.63
2011-12-22,OXY,94.21
2011-12-22,SPG,129.06
2011-12-22,F,10.94
2011-12-22,COF,42.64
2011-12-22,EXC,43.35
2011-12-22,EMR,45.18
2011-12-22,HAL,33.54
2011-12-22,ALL,27.41
2011-12-22,KMI,30.95
2011-12-22,TGT,51.27
2011-12-22,FOXA,17.36
2011-12-22,FOX,18.04
2011-12-23,AAPL,403.33
2011-12-23,MSFT,26.03
2011-12-23,AMZN,177.28
2011-12-23,JNJ,65.98
2011-12-23,BRK_B,77.74
2011-12-23,XOM,85.22
2011-12-23,JPM,33.57
2011-12-23,GOOGL,633.14
2011-12-23,BAC,5.6
2011-12-23,WFC,27.785
2011-12-23,PG,66.67
2011-12-23,CVX,107.5
2011-12-23,INTC,24.4
2011-12-23,PFE,21.83
2011-12-23,T,29.87
2011-12-23,V,102.48
2011-12-23,UNH,51.35
2011-12-23,HD,42.09
2011-12-23,C,27.46
2011-12-23,KO,69.94
2011-12-23,VZ,39.98
2011-12-23,CMCSA,23.84
2011-12-23,CSCO,18.465
2011-12-23,PEP,66.57
2011-12-23,PM,78.75
2011-12-23,DIS,37.7
2011-12-23,GE,18.23
2011-12-23,MRK,37.9
2011-12-23,ORCL,26.06
2011-12-23,BA,73.97
2011-12-23,MA,378.15
2011-12-23,MMM,82.2
2011-12-23,MCD,100.15
2011-12-23,WMT,59.99
2011-12-23,IBM,184.75
2011-12-23,MO,29.84
2011-12-23,AMGN,63.69
2011-12-23,HON,54.98
2011-12-23,MDT,37.84
2011-12-23,BMY,35.11
2011-12-23,QCOM,54.63
2011-12-23,TXN,29.73
2011-12-23,ABT,56.02
2011-12-23,UNP,105.53
2011-12-23,GILD,39.29
2011-12-23,ACN,52.89
2011-12-23,UTX,74.18
2011-12-23,SLB,69.14
2011-12-23,GS,93.79
2011-12-23,PCLN,481.73
2011-12-23,USB,27.49
2011-12-23,SBUX,45.445
2011-12-23,CAT,92.25
2011-12-23,LLY,41.64
2011-12-23,LMT,81.41
2011-12-23,UPS,73.47
2011-12-23,CELG,67.32
2011-12-23,COST,84.66
2011-12-23,NEE,60.25
2011-12-23,NKE,96.9
2011-12-23,CVS,40.99
2011-12-23,AXP,47.95
2011-12-23,MS,15.76
2011-12-23,TWX,35.96
2011-12-23,CHTR,56.3
2011-12-23,LOW,25.27
2011-12-23,BIIB,110.79
2011-12-23,CL,93.09
2011-12-23,MDLZ,37.74
2011-12-23,DUK,21.89
2011-12-23,COP,72.43
2011-12-23,WBA,35.34
2011-12-23,BLK,178.41
2011-12-23,AGN,62.08
2011-12-23,DHR,47.78
2011-12-23,GM,20.5
2011-12-23,GD,66.36
2011-12-23,AIG,24.2
2011-12-23,MET,31.1
2011-12-23,FDX,84.92
2011-12-23,BK,20.075
2011-12-23,RTN,48.37
2011-12-23,SO,45.9
2011-12-23,MON,70.98
2011-12-23,OXY,94.62
2011-12-23,SPG,130.26
2011-12-23,F,10.95
2011-12-23,COF,43.1
2011-12-23,EXC,43.52
2011-12-23,EMR,46.29
2011-12-23,HAL,33.8
2011-12-23,ALL,27.62
2011-12-23,KMI,31.37
2011-12-23,TGT,51.7
2011-12-23,FOXA,17.62
2011-12-23,FOX,18.2
2011-12-27,AAPL,406.53
2011-12-27,MSFT,26.04
2011-12-27,AMZN,176.27
2011-12-27,JNJ,66.02
2011-12-27,BRK_B,77.23
2011-12-27,XOM,85.28
2011-12-27,JPM,33.03
2011-12-27,GOOGL,640.25
2011-12-27,BAC,5.48
2011-12-27,WFC,27.61
2011-12-27,PG,66.79
2011-12-27,CVX,107.98
2011-12-27,INTC,24.56
2011-12-27,PFE,21.77
2011-12-27,T,30.04
2011-12-27,V,101.91
2011-12-27,UNH,51.35
2011-12-27,HD,42.22
2011-12-27,C,26.9
2011-12-27,KO,69.88
2011-12-27,VZ,39.99
2011-12-27,CMCSA,23.8
2011-12-27,CSCO,18.58
2011-12-27,PEP,66.38
2011-12-27,PM,78.83
2011-12-27,DIS,37.61
2011-12-27,GE,18.01
2011-12-27,MRK,37.75
2011-12-27,ORCL,25.625
2011-12-27,BA,74.27
2011-12-27,MA,374.75
2011-12-27,MMM,82.28
2011-12-27,MCD,100.55
2011-12-27,WMT,59.83
2011-12-27,IBM,184.95
2011-12-27,MO,29.72
2011-12-27,AMGN,64.42
2011-12-27,HON,54.95
2011-12-27,MDT,37.75
2011-12-27,BMY,35.23
2011-12-27,QCOM,54.87
2011-12-27,TXN,29.63
2011-12-27,ABT,56.23
2011-12-27,UNP,105.69
2011-12-27,GILD,39.88
2011-12-27,ACN,52.93
2011-12-27,UTX,74.03
2011-12-27,SLB,68.6
2011-12-27,GS,91.9
2011-12-27,PCLN,484.21
2011-12-27,USB,27.31
2011-12-27,SBUX,45.94
2011-12-27,CAT,91.55
2011-12-27,LLY,41.75
2011-12-27,LMT,81.32
2011-12-27,UPS,73.49
2011-12-27,CELG,68.01
2011-12-27,COST,84.58
2011-12-27,NEE,60.77
2011-12-27,NKE,97.77
2011-12-27,CVS,41.01
2011-12-27,AXP,47.66
2011-12-27,MS,15.29
2011-12-27,TWX,35.98
2011-12-27,CHTR,56.14
2011-12-27,LOW,25.54
2011-12-27,BIIB,111.32
2011-12-27,CL,93.34
2011-12-27,MDLZ,37.7
2011-12-27,DUK,21.99
2011-12-27,COP,72.94
2011-12-27,WBA,33.36
2011-12-27,BLK,177.84
2011-12-27,AGN,61.37
2011-12-27,DHR,47.66
2011-12-27,GM,20.09
2011-12-27,GD,66.56
2011-12-27,AIG,23.83
2011-12-27,MET,31.2
2011-12-27,FDX,84.7
2011-12-27,BK,19.98
2011-12-27,RTN,48.62
2011-12-27,SO,46.54
2011-12-27,MON,70.98
2011-12-27,OXY,95.45
2011-12-27,SPG,131.0
2011-12-27,F,10.81
2011-12-27,COF,42.49
2011-12-27,EXC,43.68
2011-12-27,EMR,46.37
2011-12-27,HAL,34.14
2011-12-27,ALL,27.5
2011-12-27,KMI,31.74
2011-12-27,TGT,52.11
2011-12-27,FOXA,17.75
2011-12-27,FOX,18.23
2011-12-28,AAPL,402.64
2011-12-28,MSFT,25.82
2011-12-28,AMZN,173.89
2011-12-28,JNJ,65.45
2011-12-28,BRK_B,76.52
2011-12-28,XOM,84.18
2011-12-28,JPM,32.65
2011-12-28,GOOGL,639.7
2011-12-28,BAC,5.285
2011-12-28,WFC,27.11
2011-12-28,PG,66.54
2011-12-28,CVX,105.96
2011-12-28,INTC,24.225
2011-12-28,PFE,21.53
2011-12-28,T,29.95
2011-12-28,V,100.72
2011-12-28,UNH,50.71
2011-12-28,HD,41.53
2011-12-28,C,26.13
2011-12-28,KO,69.51
2011-12-28,VZ,39.76
2011-12-28,CMCSA,23.455
2011-12-28,CSCO,18.16
2011-12-28,PEP,65.91
2011-12-28,PM,78.51
2011-12-28,DIS,37.24
2011-12-28,GE,17.83
2011-12-28,MRK,37.43
2011-12-28,ORCL,25.51
2011-12-28,BA,73.26
2011-12-28,MA,373.78
2011-12-28,MMM,81.15
2011-12-28,MCD,99.58
2011-12-28,WMT,59.73
2011-12-28,IBM,183.99
2011-12-28,MO,29.72
2011-12-28,AMGN,64.0
2011-12-28,HON,53.98
2011-12-28,MDT,37.43
2011-12-28,BMY,35.06
2011-12-28,QCOM,54.34
2011-12-28,TXN,29.07
2011-12-28,ABT,55.83
2011-12-28,UNP,104.47
2011-12-28,GILD,39.89
2011-12-28,ACN,52.86
2011-12-28,UTX,73.13
2011-12-28,SLB,67.04
2011-12-28,GS,90.12
2011-12-28,PCLN,475.4
2011-12-28,USB,26.88
2011-12-28,SBUX,45.78
2011-12-28,CAT,89.37
2011-12-28,LLY,41.3
2011-12-28,LMT,80.94
2011-12-28,UPS,72.73
2011-12-28,CELG,66.8
2011-12-28,COST,84.18
2011-12-28,NEE,60.67
2011-12-28,NKE,96.43
2011-12-28,CVS,41.04
2011-12-28,AXP,46.97
2011-12-28,MS,14.9
2011-12-28,TWX,35.9
2011-12-28,CHTR,55.96
2011-12-28,LOW,25.06
2011-12-28,BIIB,110.2
2011-12-28,CL,92.73
2011-12-28,MDLZ,37.26
2011-12-28,DUK,21.91
2011-12-28,COP,71.82
2011-12-28,WBA,33.28
2011-12-28,BLK,176.44
2011-12-28,AGN,60.26
2011-12-28,DHR,46.85
2011-12-28,GM,19.86
2011-12-28,GD,65.95
2011-12-28,AIG,22.97
2011-12-28,MET,30.83
2011-12-28,FDX,82.97
2011-12-28,BK,19.58
2011-12-28,RTN,48.63
2011-12-28,SO,46.35
2011-12-28,MON,69.64
2011-12-28,OXY,92.85
2011-12-28,SPG,129.03
2011-12-28,F,10.52
2011-12-28,COF,41.72
2011-12-28,EXC,43.49
2011-12-28,EMR,45.64
2011-12-28,HAL,33.25
2011-12-28,ALL,27.18
2011-12-28,KMI,31.29
2011-12-28,TGT,51.71
2011-12-28,FOXA,17.45
2011-12-28,FOX,17.86
2011-12-29,AAPL,405.12
2011-12-29,MSFT,26.02
2011-12-29,AMZN,173.86
2011-12-29,JNJ,65.88
2011-12-29,BRK_B,76.9
2011-12-29,XOM,85.27
2011-12-29,JPM,33.42
2011-12-29,GOOGL,642.4
2011-12-29,BAC,5.46
2011-12-29,WFC,27.76
2011-12-29,PG,66.97
2011-12-29,CVX,107.47
2011-12-29,INTC,24.55
2011-12-29,PFE,21.71
2011-12-29,T,30.17
2011-12-29,V,103.15
2011-12-29,UNH,51.18
2011-12-29,HD,42.01
2011-12-29,C,26.76
2011-12-29,KO,70.16
2011-12-29,VZ,40.05
2011-12-29,CMCSA,23.83
2011-12-29,CSCO,18.25
2011-12-29,PEP,66.54
2011-12-29,PM,79.1
2011-12-29,DIS,37.71
2011-12-29,GE,18.07
2011-12-29,MRK,37.73
2011-12-29,ORCL,25.8
2011-12-29,BA,74.11
2011-12-29,MA,378.27
2011-12-29,MMM,82.11
2011-12-29,MCD,100.81
2011-12-29,WMT,59.99
2011-12-29,IBM,186.18
2011-12-29,MO,29.79
2011-12-29,AMGN,64.74
2011-12-29,HON,54.79
2011-12-29,MDT,38.34
2011-12-29,BMY,35.27
2011-12-29,QCOM,54.85
2011-12-29,TXN,29.34
2011-12-29,ABT,56.33
2011-12-29,UNP,105.35
2011-12-29,GILD,40.56
2011-12-29,ACN,53.84
2011-12-29,UTX,73.82
2011-12-29,SLB,67.41
2011-12-29,GS,91.01
2011-12-29,PCLN,476.0
2011-12-29,USB,27.3
2011-12-29,SBUX,46.45
2011-12-29,CAT,90.58
2011-12-29,LLY,41.5
2011-12-29,LMT,81.52
2011-12-29,UPS,73.53
2011-12-29,CELG,67.55
2011-12-29,COST,84.34
2011-12-29,NEE,61.08
2011-12-29,NKE,97.46
2011-12-29,CVS,41.16
2011-12-29,AXP,47.52
2011-12-29,MS,15.24
2011-12-29,TWX,36.38
2011-12-29,CHTR,56.88
2011-12-29,LOW,25.68
2011-12-29,BIIB,110.64
2011-12-29,CL,93.22
2011-12-29,MDLZ,37.68
2011-12-29,DUK,22.06
2011-12-29,COP,72.87
2011-12-29,WBA,33.43
2011-12-29,BLK,179.4
2011-12-29,AGN,60.61
2011-12-29,DHR,47.48
2011-12-29,GM,20.21
2011-12-29,GD,66.92
2011-12-29,AIG,23.24
2011-12-29,MET,31.42
2011-12-29,FDX,84.31
2011-12-29,BK,20.07
2011-12-29,RTN,49.07
2011-12-29,SO,46.59
2011-12-29,MON,70.45
2011-12-29,OXY,93.72
2011-12-29,SPG,129.83
2011-12-29,F,10.68
2011-12-29,COF,42.64
2011-12-29,EXC,43.71
2011-12-29,EMR,46.63
2011-12-29,HAL,33.79
2011-12-29,ALL,27.57
2011-12-29,KMI,31.56
2011-12-29,TGT,51.68
2011-12-29,FOXA,17.87
2011-12-29,FOX,18.21
2011-12-30,AAPL,405.0
2011-12-30,MSFT,25.96
2011-12-30,AMZN,173.1
2011-12-30,JNJ,65.58
2011-12-30,BRK_B,76.3
2011-12-30,XOM,84.76
2011-12-30,JPM,33.25
2011-12-30,GOOGL,645.9
2011-12-30,BAC,5.56
2011-12-30,WFC,27.56
2011-12-30,PG,66.71
2011-12-30,CVX,106.4
2011-12-30,INTC,24.25
2011-12-30,PFE,21.64
2011-12-30,T,30.24
2011-12-30,V,101.53
2011-12-30,UNH,50.68
2011-12-30,HD,42.04
2011-12-30,C,26.31
2011-12-30,KO,69.97
2011-12-30,VZ,40.12
2011-12-30,CMCSA,23.71
2011-12-30,CSCO,18.08
2011-12-30,PEP,66.35
2011-12-30,PM,78.48
2011-12-30,DIS,37.5
2011-12-30,GE,17.91
2011-12-30,MRK,37.7
2011-12-30,ORCL,25.65
2011-12-30,BA,73.35
2011-12-30,MA,372.82
2011-12-30,MMM,81.73
2011-12-30,MCD,100.33
2011-12-30,WMT,59.76
2011-12-30,IBM,183.88
2011-12-30,MO,29.65
2011-12-30,AMGN,64.21
2011-12-30,HON,54.35
2011-12-30,MDT,38.25
2011-12-30,BMY,35.24
2011-12-30,QCOM,54.7
2011-12-30,TXN,29.11
2011-12-30,ABT,56.23
2011-12-30,UNP,105.94
2011-12-30,GILD,40.93
2011-12-30,ACN,53.23
2011-12-30,UTX,73.09
2011-12-30,SLB,68.31
2011-12-30,GS,90.43
2011-12-30,PCLN,467.71
2011-12-30,USB,27.05
2011-12-30,SBUX,46.01
2011-12-30,CAT,90.6
2011-12-30,LLY,41.56
2011-12-30,LMT,80.9
2011-12-30,UPS,73.19
2011-12-30,CELG,67.6
2011-12-30,COST,83.32
2011-12-30,NEE,60.88
2011-12-30,NKE,96.37
2011-12-30,CVS,40.78
2011-12-30,AXP,47.17
2011-12-30,MS,15.13
2011-12-30,TWX,36.14
2011-12-30,CHTR,56.94
2011-12-30,LOW,25.38
2011-12-30,BIIB,110.05
2011-12-30,CL,92.39
2011-12-30,MDLZ,37.36
2011-12-30,DUK,22.0
2011-12-30,COP,72.87
2011-12-30,WBA,33.06
2011-12-30,BLK,178.24
2011-12-30,AGN,60.34
2011-12-30,DHR,47.04
2011-12-30,GM,20.27
2011-12-30,GD,66.41
2011-12-30,AIG,23.2
2011-12-30,MET,31.18
2011-12-30,FDX,83.51
2011-12-30,BK,19.91
2011-12-30,RTN,48.38
2011-12-30,SO,46.29
2011-12-30,MON,70.07
2011-12-30,OXY,93.7
2011-12-30,SPG,128.94
2011-12-30,F,10.76
2011-12-30,COF,42.29
2011-12-30,EXC,43.37
2011-12-30,EMR,46.59
2011-12-30,HAL,34.51
2011-12-30,ALL,27.41
2011-12-30,KMI,32.17
2011-12-30,TGT,51.22
2011-12-30,FOXA,17.84
2011-12-30,FOX,18.18
2012-01-03,AAPL,411.23
2012-01-03,MSFT,26.765
2012-01-03,AMZN,179.03
2012-01-03,JNJ,65.88
2012-01-03,BRK_B,77.68
2012-01-03,XOM,86.0
2012-01-03,JPM,34.98
2012-01-03,GOOGL,665.41
2012-01-03,BAC,5.8
2012-01-03,WFC,28.43
2012-01-03,PG,66.83
2012-01-03,CVX,110.37
2012-01-03,INTC,24.54
2012-01-03,PFE,21.97
2012-01-03,T,30.38
2012-01-03,V,102.99
2012-01-03,UNH,51.49
2012-01-03,HD,42.14
2012-01-03,C,28.33
2012-01-03,KO,70.14
2012-01-03,VZ,39.73
2012-01-03,CMCSA,24.495
2012-01-03,CSCO,18.63
2012-01-03,PEP,66.4
2012-01-03,PM,78.59
2012-01-03,DIS,38.31
2012-01-03,GE,18.36
2012-01-03,MRK,38.3
2012-01-03,ORCL,25.865
2012-01-03,BA,74.22
2012-01-03,MA,368.37
2012-01-03,MMM,83.49
2012-01-03,MCD,98.84
2012-01-03,WMT,60.33
2012-01-03,IBM,186.3
2012-01-03,MO,28.56
2012-01-03,AMGN,64.11
2012-01-03,HON,55.58
2012-01-03,MDT,38.69
2012-01-03,BMY,35.01
2012-01-03,QCOM,55.27
2012-01-03,TXN,29.755
2012-01-03,ABT,56.72
2012-01-03,UNP,108.0
2012-01-03,GILD,41.86
2012-01-03,ACN,52.95
2012-01-03,UTX,74.66
2012-01-03,SLB,70.09
2012-01-03,GS,95.36
2012-01-03,PCLN,485.15
2012-01-03,USB,27.58
2012-01-03,SBUX,45.285
2012-01-03,CAT,93.98
2012-01-03,LLY,41.8
2012-01-03,LMT,82.02
2012-01-03,UPS,74.16
2012-01-03,CELG,68.66
2012-01-03,COST,84.6
2012-01-03,NEE,58.95
2012-01-03,NKE,96.81
2012-01-03,CVS,41.52
2012-01-03,AXP,48.39
2012-01-03,MS,16.08
2012-01-03,TWX,36.33
2012-01-03,CHTR,57.19
2012-01-03,LOW,25.52
2012-01-03,BIIB,113.5
2012-01-03,CL,91.08
2012-01-03,MDLZ,37.27
2012-01-03,DUK,21.62
2012-01-03,COP,74.17
2012-01-03,WBA,33.06
2012-01-03,BLK,181.27
2012-01-03,AGN,60.63
2012-01-03,DHR,48.45
2012-01-03,GM,21.05
2012-01-03,GD,68.0
2012-01-03,AIG,24.07
2012-01-03,MET,32.04
2012-01-03,FDX,85.17
2012-01-03,BK,20.51
2012-01-03,RTN,48.53
2012-01-03,SO,45.03
2012-01-03,MON,71.94
2012-01-03,OXY,96.63
2012-01-03,SPG,129.38
2012-01-03,F,11.13
2012-01-03,COF,43.75
2012-01-03,EXC,42.07
2012-01-03,EMR,47.72
2012-01-03,HAL,34.15
2012-01-03,ALL,27.75
2012-01-03,KMI,32.49
2012-01-03,TGT,51.12
2012-01-03,FOXA,18.35
2012-01-03,FOX,18.67
2012-01-04,AAPL,413.44
2012-01-04,MSFT,27.4
2012-01-04,AMZN,177.51
2012-01-04,JNJ,65.48
2012-01-04,BRK_B,76.8
2012-01-04,XOM,86.02
2012-01-04,JPM,34.95
2012-01-04,GOOGL,668.28
2012-01-04,BAC,5.81
2012-01-04,WFC,28.56
2012-01-04,PG,66.8
2012-01-04,CVX,110.18
2012-01-04,INTC,25.11
2012-01-04,PFE,21.77
2012-01-04,T,30.43
2012-01-04,V,101.15
2012-01-04,UNH,52.24
2012-01-04,HD,42.74
2012-01-04,C,28.17
2012-01-04,KO,69.7
2012-01-04,VZ,39.21
2012-01-04,CMCSA,24.73
2012-01-04,CSCO,18.99
2012-01-04,PEP,66.74
2012-01-04,PM,78.45
2012-01-04,DIS,38.85
2012-01-04,GE,18.56
2012-01-04,MRK,38.34
2012-01-04,ORCL,26.01
2012-01-04,BA,74.33
2012-01-04,MA,356.25
2012-01-04,MMM,84.18
2012-01-04,MCD,99.39
2012-01-04,WMT,59.71
2012-01-04,IBM,185.54
2012-01-04,MO,28.4
2012-01-04,AMGN,63.76
2012-01-04,HON,55.53
2012-01-04,MDT,38.31
2012-01-04,BMY,34.34
2012-01-04,QCOM,55.83
2012-01-04,TXN,29.57
2012-01-04,ABT,56.5
2012-01-04,UNP,108.78
2012-01-04,GILD,42.02
2012-01-04,ACN,52.93
2012-01-04,UTX,75.05
2012-01-04,SLB,69.56
2012-01-04,GS,94.74
2012-01-04,PCLN,480.91
2012-01-04,USB,27.57
2012-01-04,SBUX,46.17
2012-01-04,CAT,94.85
